Entry	Mass	Length	Gene ontology IDs
Q06671	51,540	453	GO:0000407; GO:0016239; GO:0019898; GO:0032258; GO:0034045; GO:0034497; GO:0044805
Q06321	136,054	1198	GO:0005737; GO:0009813; GO:0015031; GO:0016020; GO:0016125; GO:0016126; GO:0016906; GO:0030259; GO:0032120; GO:0043231; GO:0052696
P46989	30,201	271	GO:0000045; GO:0000139; GO:0000407; GO:0005739; GO:0005802; GO:0016020; GO:0016021; GO:0016050; GO:0030242; GO:0030659; GO:0031966; GO:0032258; GO:0032266; GO:0034045; GO:0034497
Q04212	38,220	335	GO:0045290; GO:0047816; GO:0070485
Q01217	94,869	863	GO:0003942; GO:0003991; GO:0004042; GO:0005524; GO:0005759; GO:0006355; GO:0006526; GO:0006592; GO:0034618; GO:0051287
P05085	100,282	880	GO:0000821; GO:0000978; GO:0000982; GO:0003712; GO:0005634; GO:0005737; GO:0006351; GO:0006525; GO:0008270; GO:0045944
Q04371	54,129	470	GO:0006479; GO:0008757; GO:0051998
Q06597	14,883	130	GO:0030611; GO:0046685
Q00776	53,874	475	GO:0005905; GO:0006886; GO:0006896; GO:0016192; GO:0030121; GO:0030276
P27351	80,453	700	GO:0006886; GO:0006897; GO:0008565; GO:0016192; GO:0030122; GO:0030139
P53940	58,889	528	GO:0001671; GO:0005737; GO:0006457; GO:0016925; GO:0034399; GO:0046872; GO:0051082
P47036	15,652	138	GO:0016021
Q04052	108,205	950	GO:0000981; GO:0003677; GO:0005634; GO:0006351; GO:0006559; GO:0006569; GO:0006572; GO:0008270; GO:0009074; GO:0009083; GO:0045944
P38696	42,995	384	GO:0000132; GO:0003774; GO:0005200; GO:0005737; GO:0005869; GO:0005874; GO:0007097; GO:0016020; GO:0030286; GO:0031578
P32381	44,074	391	GO:0000001; GO:0005524; GO:0005885; GO:0007015; GO:0016887; GO:0030476; GO:0030479; GO:0032258; GO:0034314; GO:0051654
Q04489	59,469	525	GO:0004066; GO:0005829; GO:0006529; GO:0006541; GO:0042803
P49089	64,470	572	GO:0004066; GO:0005524; GO:0005829; GO:0006529; GO:0006541; GO:0042803; GO:0070981
P32449	39,749	370	GO:0003849; GO:0008652; GO:0009073; GO:0009423
P47117	49,542	449	GO:0000001; GO:0005524; GO:0005885; GO:0007015; GO:0030479; GO:0034314; GO:0044396
Q12509	50,044	438	GO:0000812; GO:0005737; GO:0006338; GO:0006351; GO:0006355; GO:0016569; GO:0031491; GO:0034399; GO:0043486
Q05933	20,579	178	GO:0000001; GO:0005739; GO:0005885; GO:0007015; GO:0034314; GO:0051654
P34233	65,685	588	GO:0000977; GO:0000987; GO:0001078; GO:0001085; GO:0001228; GO:0003682; GO:0005634; GO:0005667; GO:0005933; GO:0008270; GO:0016569; GO:0033698; GO:1900461; GO:1900474; GO:1900477
P53895	32,986	289	GO:0005637; GO:0006511; GO:0016021; GO:0036369; GO:0071230; GO:0097658
Q12292	46,655	412	GO:0006461; GO:0030674; GO:0031503; GO:0034045; GO:0071211
Q05789	25,975	226	GO:0000407; GO:0005198; GO:0005774; GO:0016236; GO:0034045; GO:0034271
P40344	35,887	310	GO:0000045; GO:0000153; GO:0000422; GO:0005829; GO:0006501; GO:0006612; GO:0019776; GO:0032258; GO:0034727; GO:0044805
Q12359	30,028	275	GO:0005886; GO:0006847; GO:0008519; GO:0015123; GO:0015696; GO:0016021; GO:0019740; GO:0055085
P38731	70,899	627	GO:0005768; GO:0005774; GO:0005886; GO:0006879; GO:0010008; GO:0015343; GO:0015891; GO:0016021; GO:0016023
Q05123	53,074	467	GO:0005198; GO:0005634; GO:0006325; GO:0006337; GO:0006355; GO:0006368; GO:0016514; GO:0016569; GO:0016584; GO:0016586; GO:0042766; GO:0043044; GO:0045944
P33204	19,916	171	GO:0000001; GO:0000147; GO:0005198; GO:0005885; GO:0030041; GO:0030479; GO:0034314
Q8TGM7	6,921	61	
Q06541	38,194	321	GO:0000139; GO:0005783; GO:0005789; GO:0005794; GO:0006506; GO:0006897; GO:0016021; GO:0016125; GO:0030148; GO:0032366; GO:0032541; GO:0035376; GO:0035621; GO:0097036
P32447	31,603	279	GO:0000781; GO:0005634; GO:0005829; GO:0006335; GO:0006336; GO:0006337; GO:0006348; GO:0006351; GO:0010468; GO:0016573; GO:0030466; GO:0032968; GO:0033523; GO:0035066; GO:0042393; GO:0043486; GO:0043618
P54074	71,444	624	GO:0004842; GO:0005637; GO:0006511; GO:0016021; GO:0036369; GO:0046872; GO:0071230; GO:0097658
P38986	41,395	381	GO:0004067; GO:0005622; GO:0005737; GO:0006530; GO:0030287
P80428	54,832	489	GO:0000790; GO:0000812; GO:0003682; GO:0005634; GO:0006281; GO:0006325; GO:0006338; GO:0006351; GO:0006355; GO:0006357; GO:0016573; GO:0031011; GO:0031493; GO:0032508; GO:0035267; GO:0042393; GO:0051382
Q12386	100,209	881	GO:0003729; GO:0005524; GO:0005634; GO:0005737; GO:0005856; GO:0006302; GO:0006312; GO:0006338; GO:0006351; GO:0006355; GO:0006974; GO:0031011; GO:0032508
P0CX77	38,687	362	GO:0004067; GO:0005576; GO:0006530; GO:0006995; GO:0030287
Q06834	33,347	288	GO:0000921; GO:0004842; GO:0005634; GO:0005737; GO:0008270; GO:0016567; GO:0045471
P39945	48,371	430	GO:0005622; GO:0006612; GO:0008270; GO:0016491
Q07879	19,760	167	GO:0000422; GO:0006464; GO:0016236; GO:0016874; GO:0019777; GO:0032258; GO:0034045; GO:0034727; GO:0044805
P53104	101,717	897	GO:0000045; GO:0000407; GO:0000421; GO:0000422; GO:0004674; GO:0005524; GO:0005829; GO:0006468; GO:0006914; GO:0032258; GO:0034045; GO:0034727; GO:0044805; GO:0046777; GO:0061709; GO:0097635; GO:1990316
P53855	178,414	1592	GO:0000045; GO:0000407; GO:0000422; GO:0005737; GO:0006914; GO:0019898; GO:0030242; GO:0032258; GO:0034727; GO:0044805; GO:0061709; GO:0097632
P46983	33,740	293	GO:0005777; GO:0030242
Q06159	46,628	398	GO:0005789; GO:0016021; GO:0030674; GO:0034045; GO:0044804; GO:0061709; GO:0097038
P53867	55,143	494	GO:0000045; GO:0000422; GO:0004197; GO:0005634; GO:0005737; GO:0005829; GO:0006501; GO:0006508; GO:0006612; GO:0006914; GO:0016485; GO:0032258; GO:0034727; GO:0044805; GO:0051697
P18496	32,094	279	GO:0005743; GO:0032592; GO:0033615; GO:0051082
P18544	46,681	423	GO:0003992; GO:0005759; GO:0005829; GO:0006526; GO:0006592; GO:0030170; GO:0042802
Q02804	22,782	198	GO:0000042; GO:0003924; GO:0005525; GO:0005794; GO:0005829; GO:0006886; GO:0007264; GO:0033365; GO:0034976; GO:0042175; GO:0043001
P04076	51,989	463	GO:0004056; GO:0005829; GO:0042450; GO:0051262
P14843	41,070	370	GO:0003849; GO:0008652; GO:0009073; GO:0009423
P38328	42,475	384	GO:0005885; GO:0007015; GO:0030479; GO:0034314; GO:0043130; GO:0045010; GO:0051015
P53244	65,477	586	GO:0031625; GO:0070086
Q03862	65,213	593	GO:0000055; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0008237; GO:0030687; GO:0046872
P48361	126,864	1146	GO:0005737; GO:0016247; GO:0034599; GO:0044257; GO:0090372
P18634	59,758	518	GO:0005737; GO:0006897
Q06822	50,563	443	GO:0005634; GO:0016569
P50275	101,624	885	GO:0000022; GO:0000073; GO:0000910; GO:0000920; GO:0001578; GO:0005737; GO:0005819; GO:0005880; GO:0007052; GO:0008017; GO:0051233; GO:0051255
P32448	59,347	525	GO:0000784; GO:0005634; GO:0030466
P46993	24,946	209	GO:0000747; GO:0005886; GO:0012505; GO:0016021
P53983	77,649	676	GO:0004842; GO:0005637; GO:0006511; GO:0016021; GO:0036369; GO:0046872; GO:0071230; GO:0097658
P35734	32,072	292	GO:0005737; GO:0005874; GO:0008608; GO:0031116; GO:0042729; GO:0044732; GO:0051301; GO:0051315; GO:0051987; GO:1990758
P38929	130,861	1173	GO:0000329; GO:0005388; GO:0005524; GO:0005887; GO:0006816; GO:0006874; GO:0046872; GO:0055085
P39986	135,269	1215	GO:0005524; GO:0005789; GO:0005801; GO:0005887; GO:0006874; GO:0015662; GO:0019829; GO:0030026; GO:0046872; GO:0055085; GO:0055092
Q12674	188,319	1656	GO:0000287; GO:0000749; GO:0004012; GO:0005524; GO:0005802; GO:0006886; GO:0016021; GO:0030140; GO:0045332; GO:0070867
Q06628	83,281	738	GO:0000407; GO:0000422; GO:0006914; GO:0016236; GO:0019887; GO:0019898; GO:0032147; GO:0032258; GO:0034497; GO:0034727; GO:0044805; GO:1990316
P35193	47,599	415	GO:0000407; GO:0005737; GO:0006914; GO:0016050; GO:0016485; GO:0019898; GO:0030433; GO:0030674; GO:0031503; GO:0032258; GO:0034045
P32907	30,701	282	GO:0005886; GO:0006847; GO:0008519; GO:0015123; GO:0015696; GO:0016021; GO:0019740
P38316	21,106	186	GO:0000045; GO:0000407; GO:0000422; GO:0006501; GO:0008047; GO:0031386; GO:0032258; GO:0034045; GO:0034274; GO:0034727; GO:0044805
Q03818	17,222	150	GO:0000045; GO:0000407; GO:0000421; GO:0000422; GO:0006501; GO:0006914; GO:0016236; GO:0030674; GO:0032258; GO:0034045; GO:0034274; GO:0034727; GO:0044805
Q02887	55,188	496	GO:0000045; GO:0000329; GO:0000422; GO:0005768; GO:0005829; GO:0006497; GO:0016050; GO:0016236; GO:0019898; GO:0032258; GO:0032266; GO:0034045; GO:0034497; GO:0034727; GO:0080025
Q12048	14,986	136	GO:0000045; GO:0000422; GO:0016236; GO:0032258; GO:0034045
P38862	71,428	630	GO:0000407; GO:0000422; GO:0005829; GO:0006501; GO:0006914; GO:0006995; GO:0016020; GO:0016236; GO:0019778; GO:0019779; GO:0030163; GO:0032258; GO:0032446; GO:0034727; GO:0044805; GO:0097632
P38182	13,627	117	GO:0000045; GO:0000329; GO:0000407; GO:0000421; GO:0000422; GO:0005737; GO:0005776; GO:0005829; GO:0006888; GO:0006914; GO:0006995; GO:0019898; GO:0031386; GO:0032258; GO:0033110; GO:0034629; GO:0034727; GO:0044805; GO:0061025; GO:0061709; GO:0071211
Q12142	115,403	997	GO:0000045; GO:0000139; GO:0000407; GO:0000422; GO:0005739; GO:0005776; GO:0005789; GO:0006914; GO:0016021; GO:0030659; GO:0031966; GO:0032258; GO:0034045; GO:0034497; GO:0034727; GO:0044805; GO:0051260; GO:0061709
Q01896	120,317	1091	GO:0005524; GO:0005886; GO:0005887; GO:0006813; GO:0006814; GO:0008554; GO:0008556; GO:0015662; GO:0046872; GO:0055085
P50273	79,756	684	GO:0005743; GO:0045182; GO:0070131; GO:0070272
P81451	7,534	68	GO:0000276; GO:0015986; GO:0016021; GO:0035786
P53722	26,890	227	GO:0004222; GO:0005758; GO:0031314; GO:0033615; GO:0034982; GO:0046872
Q03153	70,414	612	GO:0005743; GO:0033615; GO:0048255
P32660	177,798	1571	GO:0000287; GO:0000749; GO:0004012; GO:0005524; GO:0005794; GO:0005886; GO:0006886; GO:0006897; GO:0007163; GO:0010008; GO:0015662; GO:0016021; GO:0045332; GO:0070867; GO:1990531
Q12527	135,025	1178	GO:0000407; GO:0000422; GO:0001934; GO:0005774; GO:0006995; GO:0019898; GO:0019901; GO:0030242; GO:0032258; GO:0032947; GO:0034045; GO:0034497; GO:0034727; GO:0061709; GO:0061723; GO:1990316
Q07528	72,546	640	GO:0000407; GO:0000422; GO:0005768; GO:0005829; GO:0006897; GO:0010008; GO:0016050; GO:0016236; GO:0019898; GO:0032258; GO:0032266; GO:0034045; GO:0034498
Q06485	20,400	197	GO:0000422; GO:0005739; GO:0016021; GO:0016236; GO:0031966
P32453	36,851	318	GO:0005739; GO:0007005; GO:0033615; GO:0051082
P81450	6,688	59	GO:0000276; GO:0005753; GO:0015078; GO:0015986; GO:0016021; GO:0033615; GO:0035786
P05626	26,925	244	GO:0000274; GO:0015078; GO:0015986; GO:0035786
Q12233	12,921	115	GO:0000276; GO:0015078; GO:0015986; GO:0035786; GO:0042407
Q12165	17,020	160	GO:0005756; GO:0015986; GO:0046933; GO:0046961
Q12067	34,408	313	GO:0000139; GO:0005384; GO:0005385; GO:0005770; GO:0005802; GO:0016021; GO:0030026; GO:0071577
P50080	67,169	613	GO:0005886; GO:0016021; GO:0045117; GO:0045118; GO:0055085
P07251	58,608	545	GO:0005524; GO:0005739; GO:0005754; GO:0005758; GO:0005829; GO:0006626; GO:0015986; GO:0015991; GO:0042645; GO:0046933; GO:0046961
Q08409	157,751	1394	GO:0005524; GO:0005886; GO:0008559; GO:0016021; GO:0034041; GO:0035376; GO:0035690
Q08236	131,379	1176	GO:0001558; GO:0005546; GO:0005737; GO:0005774; GO:0005886; GO:0017016; GO:0030950; GO:0031098; GO:0031505; GO:0031929; GO:0031932; GO:0038203; GO:0046580
P40851	138,332	1208	GO:0000755; GO:0004222; GO:0005739; GO:0005935; GO:0007120; GO:0008270; GO:0016485; GO:0043171; GO:0043332; GO:0051603; GO:0071432
Q12226	52,837	474	GO:0043387; GO:0045462
Q12128	46,216	409	GO:0005096; GO:0007165; GO:0035024; GO:0043547
P0CX79	38,687	362	GO:0004067; GO:0005576; GO:0006530; GO:0006995; GO:0030287
P22768	46,928	420	GO:0000050; GO:0000053; GO:0004055; GO:0005524; GO:0005829; GO:0006526
P13586	104,571	950	GO:0000139; GO:0005388; GO:0005509; GO:0005524; GO:0005794; GO:0005887; GO:0006816; GO:0006828; GO:0006874; GO:0006887; GO:0015410; GO:0016236
P40353	61,036	525	GO:0004026; GO:0005811; GO:0016020; GO:0044419; GO:1901089
Q06410	48,656	417	GO:0000045; GO:0000407; GO:0000422; GO:0030242; GO:0030295; GO:0032147; GO:0032947; GO:0034045; GO:0034727; GO:0044805; GO:1990316
P43601	55,102	500	GO:0000045; GO:0000329; GO:0000407; GO:0000422; GO:0005768; GO:0005774; GO:0005829; GO:0006497; GO:0006624; GO:0010008; GO:0016236; GO:0030242; GO:0032258; GO:0032266; GO:0034045; GO:0034497; GO:0034727; GO:0043130; GO:0044805; GO:0045324; GO:0070772; GO:0080025
P25568	58,844	528	GO:0005215; GO:0006914; GO:0032974; GO:0071627
Q12421	22,191	196	GO:0000407; GO:0000422; GO:0000741; GO:0005874; GO:0006914; GO:0007059; GO:0015031; GO:0034727; GO:0044805
P38110	321,524	2787	GO:0000077; GO:0000723; GO:0000781; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0006281; GO:0006302; GO:0006974; GO:0006975; GO:0010212; GO:0016310; GO:0016572; GO:0042162; GO:0090399
P21306	6,743	62	GO:0005756; GO:0015986; GO:0046933; GO:0046961
P30902	19,810	174	GO:0000274; GO:0015078; GO:0015986
P53731	39,566	342	GO:0000001; GO:0000226; GO:0005198; GO:0005829; GO:0005885; GO:0006898; GO:0030036; GO:0030479; GO:0034314
Q8TGM5	7,789	67	
P0CZ17	38,687	362	GO:0004067; GO:0005576; GO:0006530; GO:0006995; GO:0030287
Q12675	182,619	1612	GO:0000287; GO:0000749; GO:0004012; GO:0005524; GO:0005622; GO:0005886; GO:0006886; GO:0006897; GO:0007163; GO:0016021; GO:0045332; GO:0070867
P01097	9,870	85	GO:0004857; GO:0005739; GO:0006783; GO:0032780; GO:0042030; GO:0051117
Q12691	120,296	1091	GO:0005524; GO:0005886; GO:0005887; GO:0006814; GO:0008554; GO:0015662; GO:0019829; GO:0043231; GO:0046872; GO:0055085
P00854	29,099	259	GO:0000276; GO:0015078; GO:0015986; GO:0016021
P40416	77,522	690	GO:0005524; GO:0005743; GO:0006811; GO:0006879; GO:0016021; GO:0016887; GO:0022857; GO:0042626; GO:0044281
Q12349	14,128	124	GO:0000276; GO:0015986; GO:0033615; GO:0042407
P38995	109,829	1004	GO:0005507; GO:0005524; GO:0005887; GO:0006879; GO:0012510; GO:0019829; GO:0043682; GO:0055085; GO:0060003
P32450	11,722	94	GO:0006865
P53946	87,560	755	GO:0005634; GO:0006281; GO:0006338; GO:0006351; GO:0006355; GO:0031011; GO:0032508; GO:0042766
Q12406	53,810	477	GO:0005198; GO:0005634; GO:0006325; GO:0006337; GO:0006355; GO:0006368; GO:0016514; GO:0016569; GO:0016586; GO:0042766; GO:0043044; GO:0045944
P40518	17,134	154	GO:0000001; GO:0000147; GO:0003729; GO:0005198; GO:0005885; GO:0030479; GO:0031315; GO:0034314
Q06598	45,848	404	GO:0005342; GO:0005886; GO:0005887; GO:0015104; GO:0015105; GO:0015297; GO:0015699; GO:0015700; GO:0046685
P40467	108,781	964	GO:0000978; GO:0001077; GO:0005634; GO:0008270; GO:0061414
P0CX78	38,687	362	GO:0004067; GO:0005576; GO:0006530; GO:0006995; GO:0030287
Q12380	33,560	294	GO:0000045; GO:0000407; GO:0000422; GO:0005776; GO:0005829; GO:0006501; GO:0006995; GO:0008047; GO:0016020; GO:0016236; GO:0016787; GO:0032258; GO:0034045; GO:0034274; GO:0034727; GO:0044805
P48016	136,921	1211	GO:0000324; GO:0004555; GO:0005993; GO:0009277; GO:0030246; GO:0030287; GO:0071361; GO:0071465; GO:0071497
P22135	36,554	325	GO:0005739; GO:0019904; GO:0033615
P39524	153,765	1355	GO:0000028; GO:0000139; GO:0000287; GO:0000749; GO:0004012; GO:0005524; GO:0005802; GO:0005886; GO:0006886; GO:0006892; GO:0006897; GO:0016021; GO:0032456; GO:0045332; GO:0048194; GO:1990530
P40527	130,218	1151	GO:0000139; GO:0000287; GO:0004012; GO:0005524; GO:0005768; GO:0005794; GO:0005802; GO:0005886; GO:0006890; GO:0006897; GO:0007033; GO:0010008; GO:0015031; GO:0015662; GO:0016021; GO:0045332
P16639	57,930	503	GO:0004057; GO:0005737; GO:0016598
Q12092	24,708	213	GO:0000407; GO:0000422; GO:0015031; GO:0016236; GO:0034727; GO:0044805
P40458	58,969	529	GO:0000422; GO:0005774; GO:0031307; GO:0034045
Q99325	29,693	256	GO:0005789; GO:0016020; GO:0016021; GO:0030674; GO:0032541; GO:0034045; GO:0061709
P13587	120,357	1091	GO:0005524; GO:0005886; GO:0005887; GO:0006813; GO:0006814; GO:0006972; GO:0008554; GO:0008556; GO:0009268; GO:0009651; GO:0042149; GO:0043231; GO:0046872; GO:0055085
P00856	5,822	48	GO:0000276; GO:0015078; GO:0015986; GO:0016021
P00830	54,794	511	GO:0005524; GO:0005743; GO:0005754; GO:0005758; GO:0005829; GO:0006626; GO:0015986; GO:0015991; GO:0046933; GO:0046961
P38077	34,351	311	GO:0005756; GO:0015986; GO:0046933; GO:0046961
P40501	53,737	490	GO:0000324; GO:0000329; GO:0005290; GO:0005302; GO:0005313; GO:0005886; GO:0006865; GO:0015171; GO:0015189; GO:0015194; GO:0016021; GO:0061459
P38928	90,783	823	GO:0005509; GO:0005887; GO:0005935; GO:0005940; GO:0007120
Q12186	53,034	476	GO:0000243; GO:0000398; GO:0005634; GO:0005829; GO:0008270; GO:0045131
P43583	245,996	2143	GO:0005634; GO:0006281; GO:0006974; GO:0010499; GO:0016504; GO:0034515; GO:0043248; GO:0043486; GO:0061136; GO:0070577; GO:0070628; GO:1990236; GO:1990237
P29311	30,091	267	GO:0000077; GO:0000122; GO:0001102; GO:0001402; GO:0003688; GO:0005634; GO:0005737; GO:0005977; GO:0007124; GO:0007265; GO:0010494; GO:0030437; GO:0031578; GO:0034221; GO:0043066; GO:0050815; GO:0051436; GO:0070842
P09457	22,814	212	GO:0000274; GO:0015986; GO:0046933
P31386	36,467	333	GO:0000226; GO:0002098; GO:0005737; GO:0007017; GO:0007117
P38891	43,596	393	GO:0004084; GO:0005759; GO:0006532; GO:0009082; GO:0009083; GO:0009097; GO:0009098; GO:0009099; GO:0019509; GO:0030170; GO:0031571; GO:0034644; GO:0052654; GO:0052655; GO:0052656
Q06338	32,661	283	GO:0000055; GO:0005634; GO:0005737; GO:0006611
Q02948	63,261	557	GO:0000045; GO:0000407; GO:0005737; GO:0005829; GO:0006623; GO:0006661; GO:0006914; GO:0006995; GO:0010008; GO:0016023; GO:0016236; GO:0019898; GO:0030242; GO:0032258; GO:0034045; GO:0034271; GO:0034272; GO:0034727; GO:0042147; GO:0045324
P22804	15,720	142	GO:0000139; GO:0005484; GO:0005789; GO:0006888; GO:0006890; GO:0006906; GO:0015031; GO:0016021; GO:0030134; GO:0031201
P50277	53,709	480	GO:0004015; GO:0005737; GO:0005739; GO:0009102; GO:0030170; GO:0042802
P32451	41,884	375	GO:0004076; GO:0005739; GO:0009102; GO:0046872; GO:0051537; GO:0051539
P61829	7,759	76	GO:0000276; GO:0005743; GO:0005758; GO:0005829; GO:0006626; GO:0008289; GO:0015078; GO:0015986; GO:0015991; GO:0016021
Q12500	86,426	764	GO:0005737; GO:0006892
P32873	124,913	1128	GO:0000131; GO:0005096; GO:0005737; GO:0005934; GO:0005938; GO:0007165; GO:0030010; GO:0031106; GO:0032266; GO:0035024; GO:0043332
P50944	80,026	713	GO:0000324; GO:0000329; GO:0005302; GO:0015186; GO:0015188; GO:0016021; GO:0032974; GO:1990816
P41696	101,170	914	GO:0000978; GO:0001077; GO:0005634; GO:0005829; GO:0006357; GO:0046872; GO:0060237; GO:0071322
P41815	67,365	604	GO:0005773; GO:0005886; GO:0005887; GO:0006865; GO:0015171; GO:0015179; GO:0015297; GO:0055085
P12630	63,730	587	GO:0000754; GO:0004190; GO:0005576; GO:0030163; GO:0030287; GO:0043171
P39714	41,582	382	GO:0000721; GO:0005737; GO:0006066; GO:0008270; GO:0034079
Q08347	72,646	646	GO:0004065; GO:0018741; GO:0018909; GO:0046872
P39960	245,430	2167	GO:0000131; GO:0005085; GO:0005096; GO:0005737; GO:0005886; GO:0005934; GO:0005938; GO:0007264; GO:0030010; GO:0030036; GO:0035024; GO:0043332
P81449	10,876	96	GO:0000276; GO:0005198; GO:0015078; GO:0015986; GO:0035786; GO:0042407
Q06405	11,312	101	GO:0000276; GO:0015986
P36107	45,193	401	GO:0005794; GO:0006673; GO:0016021; GO:0030148; GO:0032580; GO:0045140; GO:0070916
Q04749	47,139	426	GO:0001558; GO:0005774; GO:0005886; GO:0030950; GO:0031505; GO:0031929; GO:0031932
P39981	53,324	480	GO:0003333; GO:0005774; GO:0005783; GO:0015171; GO:0016021
P38176	50,892	459	GO:0000329; GO:0005215; GO:0005290; GO:0005302; GO:0005313; GO:0006810; GO:0015189; GO:0015194; GO:0016021; GO:0061459
P40471	32,814	297	GO:0000140; GO:0004806; GO:0005783; GO:0005811; GO:0006654; GO:0019433
P33306	93,738	851	GO:0000082; GO:0010628; GO:0051726
P38111	273,342	2368	GO:0000722; GO:0000723; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0006139; GO:0006260; GO:0006281; GO:0006310; GO:0006975; GO:0007131; GO:0016572; GO:2000105
P38360	131,875	1216	GO:0005507; GO:0005524; GO:0005886; GO:0005887; GO:0006875; GO:0006879; GO:0008551; GO:0015691; GO:0043231; GO:0046686; GO:0055085
P38636	8,221	73	GO:0005829; GO:0006825; GO:0006878; GO:0006879; GO:0015680; GO:0016531; GO:0034599
P47068	128,297	1157	GO:0007010; GO:0017024; GO:0030036; GO:0030479
P47176	41,625	376	GO:0004084; GO:0005737; GO:0005739; GO:0006532; GO:0009082; GO:0009083; GO:0009097; GO:0009098; GO:0009099; GO:0019509; GO:0030170; GO:0052654; GO:0052655; GO:0052656
Q05029	82,049	724	GO:0000282; GO:0006893; GO:0015031; GO:0016020; GO:0034044; GO:0034221
P40013	38,362	344	GO:0000922; GO:0005200; GO:0005816; GO:0005819; GO:0005881; GO:0007019; GO:0007020; GO:0007026; GO:0007064; GO:0030473; GO:0031116; GO:0031578; GO:0035371; GO:0042803; GO:0051010; GO:0051233; GO:0051301
P53630	26,257	237	GO:0000287; GO:0004141; GO:0005524; GO:0005737; GO:0009102
P25356	250,872	2167	GO:0005543; GO:0005829; GO:0006886; GO:0009268; GO:0012505; GO:0019898; GO:0031505
P47082	65,346	602	GO:0000324; GO:0000329; GO:0003333; GO:0005302; GO:0006865; GO:0007034; GO:0015186; GO:0015188; GO:0015824; GO:0016021
P36062	75,459	692	GO:0000324; GO:0000329; GO:0005302; GO:0015186; GO:0015188; GO:0015824; GO:0016021; GO:0032974
P40074	48,840	448	GO:0000324; GO:0000329; GO:0005290; GO:0005302; GO:0005313; GO:0015183; GO:0015189; GO:0015194; GO:0016021; GO:0032974; GO:0055085; GO:0061459
P38084	67,769	609	GO:0005773; GO:0005886; GO:0005887; GO:0006865; GO:0015171; GO:0015179; GO:0015192; GO:0015297; GO:0055085; GO:1990122
P22035	89,604	811	GO:0000981; GO:0001046; GO:0001135; GO:0005634; GO:0006351; GO:0045944
Q01389	164,195	1478	GO:0004709; GO:0004713; GO:0005524; GO:0005737; GO:0006468; GO:0007584; GO:0010447; GO:0030010; GO:0030242; GO:0030968; GO:0035556; GO:0060237
P38813	39,069	335	GO:0006078; GO:0009272; GO:0030176; GO:0071555
